City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
592,Borovskoy,53.8,64.15,-14.6,88,11,5.01,KZ,2021-02-22 06:11:41
593,Saint-Pierre,-21.3393,55.4781,86.0,66,0,19.57,RE,2021-02-22 06:11:41
594,Okato,-39.2,173.8833,71.01,63,63,5.01,NZ,2021-02-22 06:11:41
595,Razole,16.4833,81.8333,86.0,51,40,8.05,IN,2021-02-22 06:11:41
596,Ous,60.9058,61.5186,-30.24,83,100,6.67,RU,2021-02-22 06:11:41
597,Kerema,-7.9631,145.7785,85.3,69,73,7.99,PG,2021-02-22 06:11:41
598,Soyo,-6.1349,12.3689,77.07,89,98,4.94,AO,2021-02-22 06:11:42
599,Urumqi,43.801,87.6005,30.2,93,75,4.47,CN,2021-02-22 06:11:42
600,Lalmohan,22.3384,90.7419,82.96,30,24,7.43,BD,2021-02-22 06:11:45
601,Rancharia,-22.2292,-50.8931,75.2,60,0,11.5,BR,2021-02-22 06:11:45
602,Gunjur,13.2019,-16.7339,68.0,56,1,4.61,GM,2021-02-22 06:11:45
603,Kandrian,-6.2167,149.55,85.41,69,53,5.53,PG,2021-02-22 06:11:45
604,Jacmel,18.2342,-72.5347,71.6,88,3,4.61,HT,2021-02-22 06:11:45
605,Grand Gaube,-20.0064,57.6608,78.01,85,43,3.0,MU,2021-02-22 06:11:45
606,Hearst,49.6835,-83.6665,28.4,74,100,10.36,CA,2021-02-22 06:11:49
607,Tessalit,20.1986,1.0114,65.05,23,0,11.32,ML,2021-02-22 06:11:49
608,Mackay,-21.15,149.2,93.2,46,8,13.8,AU,2021-02-22 06:11:49
609,Jutai,-5.1833,-68.9,72.1,97,100,3.53,BR,2021-02-22 06:11:52
610,Skhisma,35.2667,25.7167,55.99,76,75,17.27,GR,2021-02-22 06:11:55
611,Naze,28.3667,129.4833,73.4,60,20,17.27,JP,2021-02-22 06:08:02
612,North Kessock,57.5013,-4.2443,43.0,93,68,1.14,GB,2021-02-22 06:11:55
613,Katsina,12.9894,7.6006,61.05,27,23,11.1,NG,2021-02-22 06:11:55
614,La Baule-Escoublac,47.2922,-2.364,51.8,93,90,3.44,FR,2021-02-22 06:11:59
615,Aromashevo,56.8602,68.6375,-14.19,87,35,1.88,RU,2021-02-22 06:12:02
616,Takanabe,32.1333,131.5,71.6,46,75,18.41,JP,2021-02-22 06:12:03
617,Campo Formoso,-10.5075,-40.3214,66.72,91,94,5.91,BR,2021-02-22 06:12:03
618,Flinders,-34.5833,150.8552,75.0,79,51,7.0,AU,2021-02-22 06:11:12
619,Havre,49.5833,0.3333,53.6,62,0,8.05,FR,2021-02-22 06:12:03
620,Lazaro Cardenas,17.9583,-102.2,69.37,85,2,4.25,MX,2021-02-22 06:12:04
621,Sorland,67.667,12.6934,37.4,93,75,14.97,NO,2021-02-22 06:12:04
622,Cabo Rojo,18.0866,-67.1457,71.01,97,0,1.99,PR,2021-02-22 06:12:04
623,Irtyshskiy,58.3333,68.1333,-20.34,85,59,3.56,RU,2021-02-22 06:12:07
624,Leshukonskoye,64.8989,45.7622,-28.64,85,45,3.91,RU,2021-02-22 06:12:07
625,Kommunisticheskiy,61.6789,64.4819,-26.9,85,100,6.04,RU,2021-02-22 06:12:10
626,San Mateo Del Mar,16.2,-95.0,73.09,76,1,22.41,MX,2021-02-22 06:12:10
627,Ormara,25.2088,64.6357,76.95,41,0,7.4,PK,2021-02-22 06:12:13
628,Tsuruoka,38.7217,139.8217,57.2,72,75,18.41,JP,2021-02-22 06:12:13
629,Baca,21.1,-89.4167,66.99,82,75,8.05,MX,2021-02-22 06:12:13
630,Banyumas,-7.5142,109.2942,88.21,65,61,5.57,ID,2021-02-22 06:12:13
631,Sidi Ali,36.0998,0.4206,51.51,79,99,21.72,DZ,2021-02-22 06:12:17
632,Buraydah,26.326,43.975,51.8,93,20,8.05,SA,2021-02-22 06:12:17
633,Domoni,-12.2569,44.5319,83.89,69,89,3.6,KM,2021-02-22 06:12:17
634,Yeniseysk,58.4497,92.1703,4.86,90,100,7.74,RU,2021-02-22 06:12:20
635,Chumphon,10.3333,98.8333,91.4,46,0,6.91,TH,2021-02-22 06:12:23
636,Asau,46.4333,26.4,37.99,100,40,1.14,RO,2021-02-22 06:12:23
637,Verkhnyaya Inta,65.9811,60.3094,-31.25,81,0,2.39,RU,2021-02-22 06:12:26
638,Breves,-1.6822,-50.4803,72.86,97,99,2.89,BR,2021-02-22 06:12:29
639,Mnogovershinnyy,53.9353,139.9242,0.07,90,75,3.15,RU,2021-02-22 06:12:32
640,Abohar,30.15,74.1833,87.44,12,28,8.37,IN,2021-02-22 06:12:33
641,Zhuhai,22.2769,113.5678,84.99,73,20,5.75,CN,2021-02-22 06:12:36
642,Acapulco,16.8634,-99.8901,73.42,74,67,5.48,MX,2021-02-22 06:10:25
643,Ulvik,60.5672,6.9187,37.0,89,98,4.38,NO,2021-02-22 06:12:36
644,Rio Grande,-32.035,-52.0986,68.0,96,2,12.55,BR,2021-02-22 06:12:36
645,North Bend,43.4065,-124.2243,48.99,100,90,6.04,US,2021-02-22 06:12:39
646,Ambilobe,-13.2,49.05,83.55,76,100,1.41,MG,2021-02-22 06:12:39
647,Mumbwa,-14.9783,27.0619,68.05,93,100,1.54,ZM,2021-02-22 06:12:42
648,Kirakira,-10.4544,161.9205,83.41,76,100,2.86,SB,2021-02-22 06:12:47
649,Mecca,21.4267,39.8261,72.16,38,53,3.38,SA,2021-02-22 06:12:47
650,Viga,13.8719,124.3091,80.19,86,100,11.74,PH,2021-02-22 06:12:47
651,Esna,25.2934,32.554,48.2,57,0,2.3,EG,2021-02-22 06:12:51
652,Phalombe,-15.8064,35.6507,76.17,82,86,2.1,MW,2021-02-22 06:12:51
653,Kalabo,-14.97,22.6814,67.51,92,100,5.53,ZM,2021-02-22 06:12:54
654,Talara,-4.5772,-81.2719,73.65,77,98,12.5,PE,2021-02-22 06:12:54
655,Winsum,53.33,6.5208,44.01,91,5,10.58,NL,2021-02-22 06:12:54
656,Voyvozh,62.892,54.9635,-35.14,83,53,4.88,RU,2021-02-22 06:12:54
657,Filingue,14.3521,3.3168,63.46,25,0,9.55,NE,2021-02-22 06:12:58
658,Tabou,4.423,-7.3528,77.56,86,82,5.32,CI,2021-02-22 06:13:01
659,Namatanai,-3.6667,152.4333,84.83,68,89,5.26,PG,2021-02-22 06:13:01
660,Snyder,32.7179,-100.9176,42.8,52,1,3.44,US,2021-02-22 06:08:51
661,Nome,64.5011,-165.4064,-4.0,65,90,3.44,US,2021-02-22 06:13:05
662,Sambava,-14.2667,50.1667,79.83,85,68,10.69,MG,2021-02-22 06:13:09
663,Tiznit,29.5833,-9.5,47.17,84,26,2.48,MA,2021-02-22 06:13:09
664,Akyab,20.15,92.9,83.3,37,45,10.92,MM,2021-02-22 06:13:09
665,Conde,-7.2597,-34.9075,75.2,94,20,4.61,BR,2021-02-22 06:13:10
666,Taksimo,56.3444,114.8794,-1.43,76,42,1.92,RU,2021-02-22 06:13:10
667,Zemio,5.0314,25.1361,72.21,32,100,2.42,CF,2021-02-22 06:13:10
668,Linqiong,30.4159,103.4609,77.0,46,100,2.24,CN,2021-02-22 06:13:10
669,Porto Novo,6.4965,2.6036,80.6,89,20,3.44,BJ,2021-02-22 06:13:10
670,Roswell,34.0232,-84.3616,51.8,71,90,4.61,US,2021-02-22 06:11:51
671,Tarandacuao,20.0,-100.5333,57.2,54,1,5.75,MX,2021-02-22 06:13:10
672,Balkanabat,39.5108,54.3671,46.71,52,75,0.4,TM,2021-02-22 06:13:11
673,Paita,-5.0892,-81.1144,73.02,75,99,8.84,PE,2021-02-22 06:13:11
674,Thoen,17.6129,99.2161,101.73,19,44,2.33,TH,2021-02-22 06:13:11
675,Progreso,21.2833,-89.6667,66.99,82,75,8.05,MX,2021-02-22 06:13:11
676,Makokou,0.5738,12.8642,71.56,90,77,3.49,GA,2021-02-22 06:13:11
677,Frederikshavn,57.4407,10.5366,30.2,100,1,5.75,DK,2021-02-22 06:13:11
678,Sakakah,29.9697,40.2064,50.0,43,0,19.57,SA,2021-02-22 06:13:15
679,Miramar,25.9873,-80.2323,71.01,73,40,18.41,US,2021-02-22 06:09:32
680,Salinopolis,-0.6136,-47.3561,78.55,84,99,6.73,BR,2021-02-22 06:08:31
681,Lensk,60.7253,114.9278,-5.55,84,86,9.33,RU,2021-02-22 06:13:15
682,Port Moresby,-9.4431,147.1797,86.0,70,75,8.05,PG,2021-02-22 06:13:15
683,Ariquemes,-9.9133,-63.0408,69.06,99,95,0.89,BR,2021-02-22 06:13:15
684,Killybegs,54.6333,-8.45,39.99,91,2,11.01,IE,2021-02-22 06:13:18
685,Metro,-5.1131,105.3067,86.72,69,94,11.39,ID,2021-02-22 06:13:18
686,Thanatpin,17.2119,96.3033,89.6,58,63,4.61,MM,2021-02-22 06:13:18
687,Constitucion,-35.3333,-72.4167,54.86,80,0,8.99,CL,2021-02-22 06:09:16
688,Kitgum,3.2783,32.8867,78.71,39,100,7.99,UG,2021-02-22 06:13:18
689,Imperia,43.9667,7.7833,53.01,100,75,11.32,IT,2021-02-22 06:13:18
690,Magdalena,14.1999,121.429,80.01,83,90,3.44,PH,2021-02-22 06:13:26
691,Aklavik,68.2191,-135.0107,-18.4,69,82,3.44,CA,2021-02-22 06:13:26
692,Senador Jose Porfirio,-2.5908,-51.9542,73.4,96,100,3.27,BR,2021-02-22 06:13:26
693,Tulum,20.2167,-87.4667,74.25,78,71,4.94,MX,2021-02-22 06:13:26
694,Zhezkazgan,47.8043,67.7144,8.29,94,53,5.61,KZ,2021-02-22 06:13:26
695,Sulya,12.5667,75.3833,82.4,57,75,4.61,IN,2021-02-22 06:13:30
696,Dwarka,22.2394,68.9678,81.84,31,0,11.43,IN,2021-02-22 06:13:30
697,Tokat,40.4167,36.5833,23.0,86,0,2.3,TR,2021-02-22 06:13:33
698,Nyagan,62.1406,65.3936,-26.46,85,100,6.22,RU,2021-02-22 06:13:36
699,Oktyabrskiy,54.4815,53.471,-14.78,87,44,2.82,RU,2021-02-22 06:13:36
700,Enkhuizen,52.7,5.2833,48.0,71,61,14.18,NL,2021-02-22 06:13:36
701,Lima,-12.0432,-77.0282,72.0,83,0,8.05,PE,2021-02-22 06:13:40
702,Nha Trang,12.25,109.1833,82.4,51,20,14.97,VN,2021-02-22 06:10:41
703,Great Yarmouth,52.6083,1.7305,44.6,93,97,3.44,GB,2021-02-22 06:13:40
704,Kurilsk,45.2333,147.8833,23.47,89,94,2.08,RU,2021-02-22 06:12:40
705,Sao Filipe,14.8961,-24.4956,70.34,70,0,7.38,CV,2021-02-22 06:13:40
